title,author,price,description,author_description,genres,n_ratings,n_reviews,ratings,pages_format,publication_info,literary_awards,original_title,series,characters,format,published,isbn,language,setting
Unbeautifully,Madeline Sheehan,4.99,"Warning: This is not a story about fate or destiny. This is a story about pain, sorrow, and suffering. This is an impulsive whirlwind romance between two lovers that are not meant to be together. Theirs is not a world with sunshine and roses. Instead, their love blossoms in a secret world full of crime, violence, and death. Their story is about what can be born from nightmares. Danielle “Danny” West is the daughter of Deuce West, President of the Hell’s Horsemen Motorcycle Club. A sweet and beautiful girl, she loses her way, searching for things that are always out of her reach. Erik “Ripper” Jacobs is the Sergeant of Arms in the Hell’s Horsemen. Once a man who always had a smile on his face, his life takes a turn for the worst when a tragedy befalls him, leaving him scarred and broken. During a midsummer night, Danny and Ripper’s paths cross, forever changing their lives. Hastily, their lust turns to love until another tragedy forces them apart. On a journey that is marred with ugliness and chaos, Danny and Ripper must discover if their unforeseen connection can find the beauty in their world. This is Danny and Ripper’s story. Everything has beauty. Even the ugly. Especially the ugly.Because without ugly, there would be no beauty.",,"['Romance', 'Dark', 'Contemporary Romance', 'Erotica', 'Contemporary', 'Adult', 'New Adult', '...more']",31912.0,2448.0,"[450.0, 819.0, 3540.0, 9650.0, 17453.0]","374 pages, ebook","First published May 12, 2013",,"Unbeautifully (Undeniable, #2)",['Undeniable '],"['Danny', 'Erik “Ripper” Jacobs']","374 pages, ebook","May 13, 2013 by Madeline Sheehan",9781301345670 ,English,"['Miles City, Montana']"
A College of Magics,Caroline Stevermer,9.99,"Teenager Faris Nallaneen is the heir to the small northern dukedom of Galazon. Too young still to claim her title, her despotic Uncle Brinker has ruled in her place. Now he demands she be sent to Greenlaw College. For her benefit he insists. To keep me out of the way, more like it!But Greenlaw is not just any school-as Faris and her new best friend Jane discover. At Greenlaw students major in . . . magic.But it's not all fun and games. When Faris makes an enemy of classmate Menary of Aravill, life could get downright . . . deadly.","(from website)Caroline Stevermer grew up miles from anywhere on a dairy farm in southeastern Minnesota. She has a sister and two brothers. After high school, she attended Bryn Mawr College in Pennsylvania, where she earned a B.A. degree in the history of art. She knew she wanted to be a writer when she was eight years old. She began by writing stories in her school notebooks. (They were not good. Many were not even finished. She persisted.)By the time she graduated from college, she knew she would need to earn money in other ways, but she kept on writing. Her first professional sale was published by Ace in 1980. In the years since, she has had a variety of jobs and kept on writing. She likes libraries and museums. Her favorite painter is Nicholas Hilliard. Her favorite writer is Mark Twain. She lives in Minnesota.","['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Romance', 'Historical', 'Young Adult Fantasy', '...more']",5676.0,316.0,"[167.0, 515.0, 1615.0, 1883.0, 1496.0]","480 pages, Paperback","First published March 1, 1994","['James Tiptree Jr. Award Nominee for Longlist (1994)', 'Minnesota Book Award for Fantasy & Science Fiction (1995)']",A College of Magics,['A College of Magics'],,"480 pages, Paperback","October 13, 2002 by Starscape",9780765342454 (ISBN10: 0765342456),English,
Sorority Pledge 1: A Devil in Disguise,Daizie Draper,0.0,"NOTE FROM THE DOM, LOGAN THORNDIKE: Poor sorority pledge, Addison Montgomery, lands in a world of trouble and heat when she’s caught chucking eggs at my father’s mansion on Halloween at the demand of her sisters. When she accepts a trip over my knee as her punishment, we get swept up in a delicious power exchange and a squall of tumultuous passion. But given our limited experience, diving into untested lusts may be way too hot for us to handle ... especially where more than hearts can be broken. Besides, I’m doing all I can to keep my dark side and hellish childhood from rising up to strangle me, and a girl like Addison Montgomery, so compliant, so wet, so eager to please is...God, she is the very last thing I need! She’s both my dream come true and my absolute, worst nightmare.This novella contains me doing debased things to her mind and body, I’m wicked like that, and other yummy treats I’m not gonna spell out in a blurb. What kind of Dom would I be if I went around spoiling surprises? If you’re at least 18 and pink gets you flowing, go slip into your loosest pajamas. That’s not an order, those only go to my sub, but it’s a recommendation I strongly suggest.* * * This 20,200-word novella is Book 1 in the 10-part Sorority Pledge Saga, a serialization that follows a rocky romance centered around the edgy bliss of Domination and submission. Contains explicit situations and language. 18+ please. * * *","*** USA Today Best Selling Author *** I'm a happily married sex fiend, who loves to write naughty stories that mix the sweetness of chocolate with the bite of leather. I like sensuality, kink, fruit, impressionistic art, spanking and beauty. I hate big bugs, freedom crushers, injustice, artificial orange and onions. Along with 27 other people in the world, I have never read 50 Shades of Grey.","['Erotica', 'BDSM', 'Romance', 'College', 'Novella', 'Erotic Romance', 'Contemporary']",174.0,24.0,"[18.0, 14.0, 36.0, 41.0, 65.0]","85 pages, Kindle Edition","First published July 24, 2013",,,['Sorority Pledge Saga'],,"85 pages, Kindle Edition","July 28, 2013 by Pink Cocktail Publishing",,English,
In Other Worlds,Sherrilyn Kenyon,4.99,"Together for the first time in one volume...  Three dazzling stories of magic, fantasy, and romance from the #1 New York Times bestselling author.   Three of the author's most thrilling stories in one fabulous volume...  
Fire and Ice
  On the run, a beautiful virgin crosses paths with a sexy ex-assassin.  
Knightly Dreams
  The dashing hero of a novel comes to life.  
Dragonswan
  A woman must help a shape-shifting dragon trapped between two worlds.","Official Author siteOfficial Nevermore siteOfficial Deadman's Cross siteOfficial Chronicles of Nick siteOfficial Silent Swans siteOfficial Hunter Legends siteOfficial Witch of Endor siteOfficial Lords of Avalon siteOfficial Facebook siteNew York Times and international bestselling author Sherrilyn Kenyon is a regular at the #1 spot. With legions of fans known as Paladins (thousands of whom proudly sport tattoos from her series and who travel from all over the world to attend her appearances), her books are always snatched up as soon as they appear on store shelves. Since 2004, she had placed more than 80 novels on the New York Times list in all formats including manga and graphic novels. Her current series are: Dark-Hunters, Chronicles of Nick and The League, and her books are available in over 100 countries where eager fans impatiently wait for the next release. Her Chronicles of Nick and Dark-Hunter series are soon to be major motion pictures while Dark-Hunter is also being developed as a television series. Join her and her Paladins online at MySherrilyn.com and www.facebook.com/mysherrilynFan Run International Sites: Argentinian FB Page Fans de Sherrilyn Kenyon en Columbia Fans de Sherrilyn Kenyon en Chile Filipino Fans on FB France/French Italy/Italian Portugal Soy Fans de Sherrilyn Kenyon Dark-Hunter Spain Spanish","['Paranormal', 'Romance', 'Paranormal Romance', 'Fantasy', 'Anthologies', 'Science Fiction', 'Urban Fantasy', '...more']",6826.0,282.0,"[47.0, 178.0, 1244.0, 2162.0, 3195.0]","304 pages, Mass Market Paperback","First published July 6, 1999",,"Dragonswan, Fire and Ice, Midsummer's Night Dream","['The League: Nemesis Rising', 'Were-Hunters', 'Hunter Legends', 'The League: Nemesis Legacy', 'Black Hat Society']","['Channon MacRae', 'Sebastian Kattalakis', 'Princess Livia', 'Adron, assassin']","304 pages, Mass Market Paperback","July 6, 2010 by Berkley",9780425233207 (ISBN10: 0425233200),English,
Life After You,K.E. Taylor,0.0,"Dealing with more death than anyone should ever have to, Mackayla Smith decides it's time to start over after losing her twin brother, the only family she had left. Leaving it all to fate, she set off on her own to move past her losses, including the only man she had ever loved, Logan Dale.Being the lead singer of Burnt Ashes, Logan Dale was never looking for love, especially when he could have any woman he wanted. The problem was, the only girl he ever wanted was the girl he wouldn't let himself have. But now, what if that decision causes him to lose her forever."," Author of Amazon bestselling series, Burnt Ashes. K.E Taylor was born and raised in Dorset, UK.","['Romance', 'New Adult', 'Music', 'Contemporary Romance', 'Musicians']",256.0,64.0,"[10.0, 21.0, 42.0, 73.0, 110.0]","328 pages, Paperback","First published November 1, 2014",,,['Burnt Ashes'],,"328 pages, Paperback","November 11, 2014 by MoC",9781502840110 ,English,
The Queen of Zombie Hearts,Gena Showalter,12.99,"I thought I had nothing left to give. I thought wrong. They started the war. Now I will end it. Alice ""Ali"" Bell thinks the worst is behind her. She's ready to take the next step with boyfriend Cole Holland, the leader of the zombie slayers…until Anima Industries, the agency controlling the zombies, launches a sneak attack, killing four of her friends. It's then she realizes that humans can be more dangerous than monsters…and the worst has only begun.As secrets that may tear Ali and Cole apart come to light, and more slayers are taken or killed, Ali will fight harder than ever to bring down Anima—even sacrificing her own life for those she loves.","Gena Showalter is the New York Times and USA TODAY bestselling author of over seventy books, including the acclaimed Lords of the Underworld series, the Gods of War series, the White Rabbit Chronicles, and the Forest of Good and Evil series. She writes sizzling paranormal romance, heartwarming contemporary romance, and unputdownable young adult novels, and lives in Oklahoma City with her family and menagerie of dogs and cats. ","['Young Adult', 'Zombies', 'Fantasy', 'Paranormal', 'Romance', 'Horror', 'Urban Fantasy', '...more']",14010.0,1340.0,"[169.0, 468.0, 1904.0, 4197.0, 7272.0]","464 pages, Hardcover","First published January 1, 2014",,The Queen of Zombie Hearts,['White Rabbit Chronicles'],,"464 pages, Hardcover","September 30, 2014 by Harlequin Teen",9780373211319 (ISBN10: 0373211317),English,
Toot & Puddle,Holly Hobbie,7.99,"Toot and Puddle are the best of friends. But when Toot leaves Woodcock Pocket to travel and see the world, Puddle chooses to stay at home. Just when Puddle begins to miss his old friend, he embarks on some of his own adventures-right at home. Finally, after Toot returns from his year-long trip, the two discover that true friendship knows no boundaries.With a delightful mix of humor, warmth, and a classic style all her own, Holly Hobbie captures the all excitement and joy that surround adventures-near and far-and reminds readers that true friendship knows no boundaries.","Birthed with the name of Denise Holly Ulinskas in 1944, Holly Hobbie first sold her distinctive artwork of the little cat-loving girl who carries herself in a rag dress and giant bonnet. It wasn’t until she married Douglas Hobbie in 1964 when she named her originally nameless character after her.When the first images of the rag-clothed little girl came to the public’s consciousness, the character has been nothing but the most common design chosen to grace greeting cards. When the girl’s popularity started to soar high, that’s when people started to adopt the name “Holly Hobbie” in reference to the character’s creator.","['Picture Books', 'Childrens', 'Travel', 'Fiction', 'Animals', 'Storytime', 'Adventure', '...more']",1967.0,164.0,"[20.0, 43.0, 306.0, 604.0, 994.0]","32 pages, Hardcover","First published September 1, 1997",,Toot & Puddle (Toot and Puddle),['Toot & Puddle '],,"32 pages, Hardcover","September 1, 1997 by Little, Brown Books for Young Readers",9780316365529 (ISBN10: 0316365521),English,
"Lennon: The Man, the Myth, the Music - The Definitive Life",Tim Riley,16.99,"In his commanding new book, the eminent NPR critic Tim Riley takes us on the remarkable journey that brought a Liverpool art student from a disastrous childhood to the highest realms of fame.Riley portrays Lennon’s rise from Hamburg’s red light district to Britain’s Royal Variety Show; from the charmed naivetÉ of “Love Me Do” to the soaring ambivalence of “Don’t Let Me Down”; from his shotgun marriage to Cynthia Powell in 1962 to his epic media romance with Yoko Ono. Written with the critical insight and stylistic mastery readers have come to expect from Riley, this richly textured narrative draws on numerous new and exclusive interviews with Lennon’s friends, enemies, confidantes, and associates; lost memoirs written by relatives and friends; as well as previously undiscovered City of Liverpool records. Riley explores Lennon in all of his the British art student who universalized an American style, the anarchic rock ’n’ roller with the moral spine, the anti-jazz snob who posed naked with his avant-garde lover, and the misogynist who became a househusband. What emerges is the enormous, seductive, and confounding personality that made Lennon a cultural touchstone.In Lennon , Riley casts Lennon as a modernist hero in a sweeping epic, dramatizing rock history anew as Lennon himself might have experienced it.","NPR CRITIC, AUTHOR, PIANIST, and SPEAKER TIM RILEY reviews pop and classical music for NPR's HERE AND NOW, and has written for the HUFFINGTON POST, THE WASHINGTON POST, SLATE.COM and SALON.COM. He was trained as a classical pianist at Oberlin and Eastman, and remains among the few critics who writes about both ""high"" and ""low"" culture and their overlapping concerns. Brown University sponsored Riley as Critic-In Residence in 2008, and in 2009 he began teaching multi-media courses as Journalist In Residence at Emerson College in Boston. His first book, Tell Me Why: A Beatles Commentary (Knopf/Vintage 1988), was hailed by the New York Times as bringing ""new insight to the act we've known for all these years...""A staple author in college courses on rock culture, he gave a keynote address at BEATLES 2000, the first international academic conference in JyvÃ¤skylÃ¤, Finland. Since condemning the rap group Public Enemy for anti-semitic remarks in his 1990 Boston PHOENIX column, Riley has given lively multi-media lectures at colleges and cultural centers like the Chautauqua Festival on ""Censorship in the Arts,"" and ""Rock History."" His current projects include the music metaportal, the RILEY ROCK INDEX.com, and a major new biography of John Lennon for Hyperion, fall 2011. ","['Biography', 'Music', 'Nonfiction', 'Biography Memoir', 'Pop Culture', 'Collections', 'History']",468.0,72.0,"[6.0, 26.0, 111.0, 185.0, 140.0]","765 pages, Hardcover","First published December 1, 2010",,"Lennon: The Man, the Myth, the Music – The Definitive Life",,,"765 pages, Hardcover","September 20, 2011 by Hyperion",9781401324520 (ISBN10: 1401324525),English,
Shoes of the Shoah: The Tomorrow of Yesterday,Dorothy  Pierce,0.0,"Henny had just graduated from high school when the Germans invaded Lithuania. Her care-free life rapidly changed from a life of privilege to a living hell. Simply because she was Jewish.The horrors inflicted upon the Jews of Kovno, taken place in the old forts built during Czarist Russia, are not as well known as what happened in the German Nazi camps during World War II.Henny recounts her beautiful life in Kovno before the invasion by the Nazis when she and 35,000 other Jews were put in the ghetto. We hear about the acts of cruelty done to her family and friends. How can one describe seeing friends and relatives ripped from their lives and being cruelly and viciously murdered?Travel with her to the filth and stench of the Kovno ghetto and the Stutthof concentration camp, and walk with her on her death march. Hear about the shoes that miraculously saved her.Henny’s story is one of courage, hope and the will to live. It is the heart-breaking story of surviving the most horrible experiences imaginable. Hopefully, her story will inspire those in dire conditions and remind us of what we as humans are capable of doing.","Dr. Dorothy Pierce is a retired educator and school administrator. After retirement, she became involved with Jewish organizations, most notably Brandeis University National Women's Committee and was national president for two years. She instituted the Jewish Cultural Society at Florida Atlantic University in 2008 and served as its president from 2008-2012. Dr. Pierce served as president of the Gilda Malin chapter of Hadassah from 2011-2016.For the past 6 years, she has chaired the Jewish Cultural Club, a club that provides Jewish cultural programs to the members of her community-Boca Woods Country Club in Boca Raton, Florida. She is on the board of Congregation Beth Ami in Boca Raton. Besides her Jewish activities, Dr. Pierce serves on the board of Boca Woods PAP Corps., a South Florida organization that raises money for cancer research at the Sylvester Comprehensive Cancer Institute at the University of Miami. Dr. Pierce wrote Shoes of the Shoah, a biography of her friend Henny Aaronson, who survived the Kovno Ghetto and the Stufhoff concentration Camp. She wanted the world to know Henny's story. The book won the International Impact Book Award in February.","['Holocaust', 'History', 'Nonfiction', 'Historical', 'World War II', 'Biography', 'War']",310.0,24.0,"[7.0, 11.0, 48.0, 70.0, 174.0]","144 pages, Kindle Edition","Published September 1, 2020",,,['Holocaust Survivor True Stories WWII'],,"144 pages, Kindle Edition","September 1, 2020 by Amsterdam Publishers",9789493056787 (ISBN10: 9493056783),English,
Burning Desire,Heather  Leigh,0.99,"Jeremy Moretti and Chase DeLuca have grown up together and into different MCs. Their lives were promised and destined to the Condemned Angels and Hell's Rebels. As they grew, so did Chase's feelings for Jeremy's younger sister, Roxanne. Stemming from separate clubs, they have all the stakes against them. Michael Moretti, President of the Condemned Angels has forewarned Chase to stay away from his daughter.There is too much at risk and clubs stick to their own. No mixing whatsoever. The years apart have done them good, however, Roxanne has finished school and is back home, and back in Chase's life. However, she isn't alone. Roxanne is dating the Treasurer of her father's club.Things start to go wrong as their secret feelings grow stronger for one another. Will Chase fight for what has always been his, or will the MC stand in his way?","Heather Leigh is the author of Burning Desire and Ride Hard, the first two books in the Condemned Angels MC Series.In recent years, she has been a complete and utter book smut. Writing for personal pleasure is how it all started for her. Taking the road down self-publishing has opened her eyes to a new world. Ruined by dark romances, Heather is living her dream to share her stories with the world. Heather would love to hear from you. You can contact her via...Email: heatherleighbooks@gmail.comWebsite: https://www.heatherleighbooks.comFacebook: https://www.facebook.com/HeatherLeigh...Goodreads: https://www.goodreads.com/heatherleig... Twitter: https://twitter.com/HLeighBooksPinterest: http://www.pinterest.com/HLBooks ","['Romance', 'Erotica', 'Contemporary Romance', 'Contemporary', 'Suspense', 'Adult', 'Abuse', '...more']",1196.0,127.0,"[33.0, 67.0, 275.0, 428.0, 393.0]","188 pages, ebook","First published April 4, 2014",,,['Condemned Angels MC'],,"188 pages, ebook","April 4, 2014",,English,
"Conscious Coping: How to stop fighting your mental health, embrace your challenges, and learn a new way to cope",Laurie Sharp-Page,9.99,"Conscious coping is an innovative take on how to take care of your mental health. Written by Laurie Sharp-Page, a practicing psychotherapist, entrepreneur, and coping enthusiast, Conscious Coping introduces a new philosophy and framework for coping with your mental health and all of life's varied challenges. Using real-world examples, and personal narrative, Conscious coping takes the reader on a personal exploration of their own mental health, empowering them with language, education, and meaningful tools along the way.",,['Nonfiction'],12.0,1.0,"[0.0, 1.0, 0.0, 4.0, 7.0]","228 pages, Paperback","Published May 10, 2022",['Foreword INDIES Book of the Year Award Nominee for Self-Help (2022)'],,,,"228 pages, Paperback","May 10, 2022 by Conscious Coping Club",9798985942842 ,English,
Phantastes,George MacDonald,2.99,"C.S. Lewis said that upon reading this astonishing 19th-century fairy tale he ""had crossed a great frontier,"" and numerous others both before and since have felt similarly.In MacDonald's fairy tales, both those for children and (like this one) those for adults, the ""fairy land"" clearly represents the spiritual world, or our own world revealed in all of its depth and meaning. At times almost forthrightly allegorical, at other times richly dreamlike (and indeed having a close connection to the symbolic world of dreams), this story of a young man who finds himself on a long journey through a land of fantasy is more truly the story of the spiritual quest that is at the core of his life's work, a quest that must end with the ultimate surrender of the self.The glory of MacDonald's work is that this surrender is both hard won (or lost!) and yet rippling with joy when at last experienced. As the narrator says of a heavenly woman in this tale, ""She knew something too good to be told."" One senses the same of the author himself.Newly designed and typeset in a modern 6-by-9-inch format by Waking Lion Press.","George MacDonald was a Scottish author, poet, and Christian minister.He was educated at Aberdeen University and after a short and stormy career as a minister at Arundel, where his unorthodox views led to his dismissal, he turned to fiction as a means of earning a living. He wrote over 50 books.Known particularly for his poignant fairy tales and fantasy novels, MacDonald inspired many authors, such as G.K. Chesterton, W. H. Auden, J.R.R. Tolkien, C. S. Lewis, and Madeleine L'Engle. Lewis wrote that he regarded MacDonald as his ""master"": ""Picking up a copy of Phantastes one day at a train-station bookstall, I began to read. A few hours later,"" said Lewis, ""I knew that I had crossed a great frontier."" G. K. Chesterton cited The Princess and the Goblin as a book that had ""made a difference to my whole existence.""Elizabeth Yates wrote of Sir Gibbie, ""It moved me the way books did when, as a child, the great gates of literature began to open and first encounters with noble thoughts and utterances were unspeakably thrilling.""Even Mark Twain, who initially disliked MacDonald, became friends with him, and there is some evidence that Twain was influenced by MacDonald.For more information, please see http://en.wikipedia.org/wiki/George_M...","['Fantasy', 'Fiction', 'Classics', 'Christian', 'Literature', 'Fairy Tales', 'Christian Fiction', '...more']",10870.0,1273.0,"[217.0, 768.0, 2629.0, 3523.0, 3733.0]","212 pages, Paperback","First published January 1, 1858",,Phantastes: A Faerie Romance for Men and Women,,,"212 pages, Paperback","August 3, 2006 by Waking Lion Press",9781600964015 (ISBN10: 160096401X),English,
"Roll of Thunder, Hear My Cry",Mildred D. Taylor,8.99,"Why is the land so important to Cassie's family? It takes the events of one turbulent year—the year of the night riders and the burnings, the year a white girl humiliates Cassie in public simply because she's black—to show Cassie that having a place of their own is the Logan family's lifeblood. It is the land that gives the Logans their courage and pride—no matter how others may degrade them, the Logans possess something no one can take away.","Mildred DeLois Taylor is an African-American writer known for her works exploring the struggle faced by African-American families in the Deep South.Taylor was born in Jackson, Mississippi, but lived there only a short amount of time, then moved to Toledo, Ohio, where she spent most of her childhood. She now lives in Colorado with her daughter. Many of her works are based on stories of her family that she heard while growing up. She has stated that these anecdotes became very clear in her mind, and in fact, once she realized that adults talked about the past, ""I began to visualize all the family who had once known the land, and I felt as if I knew them, too ..."" Taylor has talked about how much history was in the stories; some stories took place during times of slavery and some post-slavery.Taylor's most famous book is Roll of Thunder, Hear My Cry. In 1977, the book won the Newbery Medal. Roll of Thunder, Hear My Cry is the middle book, chronologically, in the Logans series that also includes titles such as The Land, Song of the Trees, Let the Circle Be Unbroken, and The Road to Memphis. Her collective contributions to children's literature resulted in her being awarded the inaugural NSK Neustadt Prize for Children's Literature in 2003.","['Historical Fiction', 'Young Adult', 'Fiction', 'Classics', 'Middle Grade', 'Childrens', 'School', '...more']",124582.0,6184.0,"[3677.0, 8792.0, 27932.0, 41631.0, 42550.0]","288 pages, Paperback","First published January 1, 1976","['Newbery Medal (1977)', 'Buxtehuder Bulle (1984)', ""George C. Stone Center for Children's Books Recognition of Merit Award (1991)"", ""Jane Addams Children's Book Award Nominee (1977)"", 'Los Angeles Times Book Prize for Young Adult Fiction (2001)', 'Vermont Golden Dome Book Award Nominee (1978)', 'Coretta Scott King Book Award for Author Honor (1977)', ""Pacific Northwest Library Association Young Reader's Choice Award (1979)"", 'Boston Globe-Horn Book Award Nominee for Fiction (1977)', 'California Young Readers Medal Nominee for Middle School/Junior High (1980)', ""National Book Award Finalist for Children's Literature (1977)""]","Roll of Thunder, Hear My Cry",['Logans'],"['Cassie Logan', 'Stacey Logan', 'Christopher John', 'Papa']","288 pages, Paperback","October 1, 1991 by Puffin Books",9780140348934 (ISBN10: 014034893X),English,['Mississippi']
Autumn in the City of Angels,Kirby Howell,0.0,"What would you do if you lived through the apocalypse? The real fight to survive comes after everyone else is gone.A plague of epic proportion sweeps the globe, leaving less than one percent of the world’s population immune. Among the living is Autumn Winters, the teenage daughter of a famous actress. When Autumn’s parents don’t come home and the city is overtaken by a dangerous faction, she goes into hiding with a small group of underground survivors. They’re led by a mysterious young man who harbors an unearthly secret, and with whom Autumn feels a deep connection. Autumn in the City of Angels is the first novel in a series, followed by Autumn in the Dark Meadows and Autumn in the City of Lights.2016 READERS' FAVORITE BOOK AWARDS FINALIST!2014 NATIONAL INDIE EXCELLENCE AWARD FINALIST!2014 KINDLE BOOK REVIEW AWARD SEMI-FINALIST!2014 BEACH BOOK FESTIVAL HONORABLE MENTION!","Dana Melton and Jessica Alexander, who write under the name Kirby Howell, have been writing together since 2000 when they met as freshman in their first script writing class at the University of Alabama. Dana, a native Southerner, quickly showed Jessica the ropes and the joys of living below the Mason Dixon Line. Having lived in nearly every other part of the country, it didn’t take Jessica long to acclimate to sweet tea, grits and football. Four years later, with a couple of film degrees under their belts, they moved to Los Angeles to pursue their professional writing careers. ","['Young Adult', 'Dystopia', 'Romance', 'Science Fiction', 'Post Apocalyptic', 'Aliens', 'Supernatural', '...more']",432.0,112.0,"[9.0, 29.0, 84.0, 143.0, 167.0]","362 pages, Paperback","First published April 13, 2013",['Kindle Book Award Nominee for Young Adult (Semi-Finalist) (2014)'],Autumn in the City of Angels,['Autumn'],,"362 pages, Paperback","April 14, 2013 by Streetlights Publishing",9780989036405 (ISBN10: 0989036405),English,
Against Depression,Peter D.    Kramer,13.99,"""Deeply felt... [Kramer's] book is a polemic against a society that accepts depression as a fact of life."" —O, The Oprah MagazineA profound look at depression by the author of The New York Times Bestseller, Listening to ProzacIn his landmark bestseller Listening to Prozac , Peter Kramer revolutionized the way we think about antidepressants and the culture in which they are so widely used. Now Kramer offers a frank and unflinching look at the condition those medications depression. Definitively refuting our notions of ""heroic melancholy,"" he walks readers through groundbreaking new research—studies that confirm depression's status as a devastating disease and suggest pathways toward resilience. Thought-provoking and enlightening, Against Depression provides a bold revision of our understanding of mood disorder and promises hope to the millions who suffer from it.","Peter D. Kramer is the author of eight books, including Ordinarily Well, Against Depression, Should You Leave?, the novels Spectacular Happiness and Death of the Great Man, and the international bestseller Listening to Prozac. Dr. Kramer hosted the nationally syndicated public radio program The Infinite Mind and has appeared on the major broadcast news and talk shows, including Today, Good Morning America, The Oprah Winfrey Show, Charlie Rose, and Fresh Air. His essays, op-eds, and book reviews have appeared in the New York Times, Wall Street Journal, Washington Post, and elsewhere. For nearly forty years, Dr. Kramer taught and practiced psychiatry in Providence, Rhode Island, where he isEmeritus Professor of Psychiatry and Human Behavior at Brown University. He now writes full time.","['Psychology', 'Nonfiction', 'Mental Health', 'Mental Illness', 'Self Help', 'Science', 'Health', '...more']",511.0,46.0,"[8.0, 35.0, 128.0, 192.0, 148.0]","353 pages, Paperback","First published January 1, 2005",,Against Depression,,,"353 pages, Paperback","July 25, 2006 by Penguin Publishing Group",9780143036968 (ISBN10: 0143036963),English,
The Myth of Sanity: Divided Consciousness and the Promise of Awareness,Martha Stout,14.99,"""When we say a friend was 'like a different person,' we may be more right than we know.""-The Boston GlobeWhy does a gifted psychiatrist suddenly begin to torment his own beloved wife? How can a ninety-pound woman carry a massive air conditioner to the second floor of her home, install it in a window unassisted, and then not remember how it got there? Why would a brilliant feminist law student ask her fiancé to treat her like a helpless little girl? How can an ordinary, violence-fearing businessman once have been a gun-packing vigilante prowling the crime districts for a fight? A startling new study in human consciousness, The Myth of Sanity is a landmark book about forgotten trauma, dissociated mental states, and multiple personality in everyday life. In its groundbreaking analysis of childhood trauma and dissociation and their far-reaching implications in adult life, it reveals that moderate dissociation is a normal mental reaction to pain and that even the most extreme dissociative reaction-multiple personality-is more common than we think. Through astonishing stories of people whose lives have been shattered by trauma and then remade, The Myth of Sanity shows us how to recognize these altered mental states in friends and family, even in ourselves.""We only think we're sane, says this Harvard psychologist... The befuddled, normally sane masses can learn a lot from the victims of grave psychological abuse."" -Dallas Morning Star",Author and Ph.D. in psychology.,"['Psychology', 'Nonfiction', 'Mental Health', 'Science', 'Mental Illness', 'Neuroscience', 'Philosophy', '...more']",907.0,70.0,"[15.0, 38.0, 178.0, 337.0, 339.0]","252 pages, Paperback","First published January 1, 2001",,The Myth of Sanity: Divided Consciousness and the Promise of Awareness,,,"252 pages, Paperback","February 22, 2002 by Penguin Publishing Group",9780142000557 (ISBN10: 0142000558),English,
"Whatever You Do, Don't Run: True Tales Of A Botswana Safari Guide",Peter Allison,8.54,"A hilarious, highly original collection of essays based on the Botswana truism: “only food runs!”In the tradition of Bill Bryson, a new writer brings us the lively adventures and biting wit of an African safari guide. Peter Allison gives us the guide’s-eye view of living in the bush, confronting the world’s fiercest terrain of wild animals and, most challenging of all, managing herds of gaping tourists. Passionate for the animals of the Kalahari, Allison works as a top safari guide in the wildlife-rich Okavango Delta. As he serves the whims of his wealthy clients, he often has to stop the impulse to run as far away from them as he can, as these tourists are sometimes more dangerous than a pride of lions. No one could make up these outrageous-but-true tales: the young woman who rejected the recommended safari-friendly khaki to wear a more “fashionable” hot pink ensemble; the lost tourist who happened to be drunk, half-naked, and a member of the British royal family; establishing a real friendship with the continent’s most vicious animal; the Japanese tourist who requested a repeat performance of Allison’s being charged by a lion so he could videotape it; and spending a crazy night in the wild after blowing a tire on a tour bus, revealing that Allison has as much good-natured scorn for himself. The author’s humor is exceeded only by his love and respect for the animals, and his goal is to limit any negative exposure to humans by planning trips that are minimally invasive—unfortunately it doesn’t always work out that way! Peter Allison is originally from Sydney, Australia. His safaris have been featured in National Geographic, Conde Nast Traveler, and on television programs such as Jack Hanna's Animal Adventures. He travels frequently to speaking appearances, and splits most of his time between Botswana, Sydney, and San Francisco.","Peter Allison is an Australian writer whose books have focused on his time as an African safari guide, as well as his time in South America. He grew up in Sydney. At the age of 16 won a scholarship to study in Japan. At 19 he travelled to Africa and became a guide for the Classic Safari Company.He currently lives in Cape Town with his wife Pru, and their pet dog Mombo, where he works for Wilderness Safaris.","['Nonfiction', 'Travel', 'Africa', 'Memoir', 'Animals', 'Humor', 'Adventure', '...more']",10782.0,1065.0,"[114.0, 437.0, 2233.0, 4353.0, 3645.0]","246 pages, Paperback","First published August 25, 2016",,"Whatever You Do, Don't Run: True Tales of a Botswana Safari Guide",,,"246 pages, Paperback","October 1, 2007 by Lyons Press",9780762745654 (ISBN10: 0762745657),English,['Botswana']
